区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
西城,教场口9号院 ,2室1厅,69.86,871,124678,,南,简装,有电梯,中楼层(共19层)2005年建塔楼,,-
西城,建功北里 ,1室1厅,48.15,450,93458,,东,其他,有电梯,中楼层(共14层)1998年建板楼,,-
西城,六铺炕二区 ,2室1厅,68.3,956,139971,房本满五年,南北,精装,无电梯,高楼层(共6层)1986年建板楼,,-
西城,凌云居 ,3室1厅,129.64,980,75594,房本满五年,东北,简装,有电梯,低楼层(共22层)2000年建塔楼,,-
西城,马甸南村 ,2室1厅,62,843,135968,房本满五年,东北,简装,有电梯,高楼层(共20层)1988年建塔楼,,-
西城,三里河一区3号院 ,2室1厅,76.3,1038,136042,房本满五年,东南,精装,有电梯,中楼层(共18层)1999年建塔楼,,-
西城,新康街甲一号 ,3室1厅,125.82,1600,127166,房本满五年,东南西,精装,无电梯,顶层(共6层)2000年建板楼,,-
西城,红山世家 ,2室1厅,89.3,980,109743,房本满五年,南,精装,有电梯,中楼层(共25层)2010年建板塔结合,,-
西城,新康街甲一号 ,2室1厅,94.95,1220,128489,房本满五年,东西,精装,无电梯,高楼层(共6层)2000年建板楼,,-
西城,温馨家园 ,2室1厅,66.6,965,144895,房本满五年,西南,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
西城,西便门西里 ,2室1厅,54.87,520,94770,房本满五年,东西,简装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,裕中东里 ,2室1厅,73.2,915,125000,房本满五年,南北,精装,无电梯,高楼层(共6层)1997年建板楼,,-
西城,庄胜二期 ,2室1厅,81.19,1130,139180,房本满五年,东西北,精装,有电梯,中楼层(共12层)2004年建板塔结合,,-
西城,白菜湾社区 ,3室1厅,86.22,860,99745,房本满五年,东北,简装,无电梯,顶层(共6层)1992年建板楼,,-
西城,西交民巷27号院 ,2室0厅,53.6,720,134329,房本满五年,南,简装,无,中楼层(共5层)1978年建板楼,,-
西城,广安苑二期 ,2室1厅,90.54,950,104926,房本满五年,东北,精装,有电梯,低楼层(共23层)2002年建塔楼,,-
西城,华仁路小区 ,2室1厅,55.07,520,94426,房本满五年,南西北,精装,无电梯,顶层(共5层)1987年建板楼,,-
西城,双旗杆东里 ,2室1厅,61,719,117869,房本满五年,西北,简装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,展览路 ,3室1厅,60.9,609,100000,房本满五年,东西,简装,无电梯,顶层(共6层)1982年建板楼,,-
西城,新明嘉园 ,4室3厅,148.07,1830,123591,房本满五年,南北,精装,无电梯,顶层(共6层)2000年建板楼,,-
西城,一瓶 ,3室2厅,171.3,2260,131933,房本满五年,南北,简装,有电梯,中楼层(共13层)2009年建板楼,,-
西城,真武庙六里 ,2室1厅,75.3,900,119522,房本满五年,东,精装,有电梯,高楼层(共18层)1989年建塔楼,,-
西城,鸭子桥南里 ,3室0厅,60.24,475,78852,房本满五年,东南北,简装,无电梯,高楼层(共6层)1982年建板楼,,-
西城,北礼士路60号院 ,2室1厅,54.3,595,109577,房本满五年,南,简装,有电梯,中楼层(共12层)1982年建板塔结合,,-
西城,京畿道 ,3室1厅,75.3,1167,154981,房本满五年,西南,简装,无电梯,中楼层(共6层)1993年建板楼,,-
西城,铁二区 ,1室1厅,55.3,605,109404,,西南,简装,有电梯,高楼层(共12层)1994年建板塔结合,,-
西城,海格国际 ,1室1厅,59.27,535,90265,,西南,简装,有电梯,高楼层(共19层)2005年建塔楼,,-
西城,建功北里 ,2室1厅,84.98,690,81196,,西南,精装,有电梯,顶层(共17层)1999年建板塔结合,,-
西城,牛街西里 ,2室1厅,74.61,619,82965,,东南,简装,有电梯,低楼层(共19层)1999年建塔楼,,-
西城,右安门内西街甲10号院 ,2室1厅,62.88,595,94625,,南北,简装,无电梯,中楼层(共6层)1982年建板楼,,-
西城,新外大街28号院 ,2室2厅,70.5,950,134752,,南,其他,无电梯,底层(共6层)1990年建板楼,,-
西城,新明胡同 ,2室1厅,57.1,840,147111,,南北,毛坯,无电梯,中楼层(共6层)1980年建板楼,,-
西城,新外大街28号院 ,2室2厅,70.5,950,134752,房本满五年,南,其他,无电梯,底层(共6层)1990年建板楼,,-
西城,中信锦园 ,2室2厅,96.91,1450,149624,房本满五年,南西,精装,有电梯,低楼层(共18层)2009年建板塔结合,,-
西城,裕中东里 ,2室1厅,57.3,716,124957,房本满五年,南,简装,无电梯,高楼层(共6层)1985年建板楼,,-
西城,陶然北岸 ,2室1厅,93.39,1100,117786,房本满五年,南,简装,有电梯,高楼层(共18层)2004年建板塔结合,,-
西城,大井胡同 ,3室1厅,65.6,850,129574,房本满五年,东西,精装,无电梯,低楼层(共6层)1989年建板楼,,-
西城,红居南街6号院 ,3室1厅,77.61,695,89551,房本满五年,南西北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
西城,北三环中路12号院 ,3室1厅,80.5,988,122733,房本满五年,南北,简装,无,顶层(共12层)1984年建板楼,,-
西城,考拉社区 ,1室0厅,58.52,455,77752,房本满五年,东,精装,有电梯,低楼层(共21层)2006年建塔楼,,-
西城,马甸南村 ,2室1厅,65.9,895,135812,房本满五年,南北,精装,有电梯,中楼层(共13层)1993年建板塔结合,,-
西城,凌云居 ,2室1厅,87.27,680,77920,房本满五年,西北,简装,有电梯,高楼层(共22层)2000年建塔楼,,-
西城,四平园 ,2室1厅,58.57,615,105003,房本满五年,东西,简装,无电梯,中楼层(共6层)1996年建板楼,,-
西城,清芷园 ,3室1厅,134.92,1440,106730,房本满五年,东南北,简装,有电梯,低楼层(共17层)2000年建板塔结合,,-
西城,三里河三区 ,2室1厅,59.7,745,124791,房本满五年,东西,简装,无电梯,顶层(共6层)1991年建板楼,,-
西城,信和嘉园 ,3室2厅,139.31,1360,97625,房本满五年,南北,精装,有电梯,低楼层(共20层)2006年建板塔结合,,-
西城,陶然北岸 ,2室1厅,92.97,1120,120469,房本满五年,东,精装,有电梯,低楼层(共15层)2004年建板塔结合,,-
西城,温馨家园 ,3室1厅,86.7,1200,138409,房本满五年,东南北,简装,有电梯,低楼层(共18层)1999年建塔楼,,-
西城,西便门外大街 ,2室1厅,51.4,560,108950,房本满五年,西,精装,无电梯,中楼层(共4层)1955年建板楼,,-
西城,天宁寺前街北里 ,3室1厅,88.8,843,94933,房本满五年,东南北,简装,无电梯,中楼层(共5层)1991年建板楼,,-
西城,北礼士路 ,2室1厅,67.8,640,94396,房本满五年,东西,其他,无电梯,低楼层(共16层)1991年建板楼,,-
西城,民康胡同30号院 ,2室1厅,76.8,890,115886,房本满五年,西南,其他,有电梯,中楼层(共18层)1991年建塔楼,,-
西城,木樨地 ,1室1厅,48.9,535,109407,房本满五年,西南,简装,有电梯,顶层(共17层)1992年建塔楼,,-
西城,三里河东路甲10号院 ,2室1厅,60,630,105000,房本满五年,东西,简装,无,顶层(共6层)1981年建板楼,,-
西城,教场口6号院 ,1室1厅,56.56,700,123763,房本满五年,东,简装,无电梯,顶层(共6层)2003年建板楼,,-
西城,安德馨居 ,1室1厅,50.34,629,124951,房本满五年,西,简装,无电梯,高楼层(共7层)2002年建板楼,,-
西城,车站东街15号院 ,3室1厅,77.25,678,87767,房本满五年,南西北,简装,无电梯,底层(共6层)1987年建板楼,,-
西城,小红庙南里 ,2室1厅,60.48,499,82507,房本满五年,东西,其他,有电梯,中楼层(共18层)1989年建塔楼,,-
西城,裕中东里 ,2室1厅,60.2,752,124917,房本满五年,南北,精装,无电梯,高楼层(共6层)1986年建板楼,,-
西城,阜成门外大街 ,2室1厅,115.3,1090,94536,,东西,精装,无电梯,顶层(共4层)1960年建板楼,,-
西城,贵仁居 ,3室2厅,154.55,1230,79586,,西南,精装,有电梯,高楼层(共18层)2007年建塔楼,,-
西城,马甸南村 ,3室1厅,79.4,1079,135895,房本满五年,南北,简装,无电梯,低楼层(共6层)1987年建板楼,,-
西城,安德馨居 ,2室1厅,73.92,924,125000,房本满五年,东,精装,无电梯,高楼层(共6层)2003年建板楼,,-
西城,阜成门外大街 ,2室1厅,115.3,1090,94536,房本满五年,东西,精装,无电梯,顶层(共4层)1960年建板楼,,-
西城,北滨河路2号院 ,2室1厅,61,850,139345,房本满五年,东南,精装,有电梯,中楼层(共20层)1992年建塔楼,,-
西城,贵仁居 ,3室2厅,154.55,1230,79586,房本满五年,西南,精装,有电梯,高楼层(共18层)2007年建塔楼,,-
西城,丽豪园 ,4室2厅,289.65,4055,139997,房本满五年,南西北,精装,有电梯,顶层(共6层)1999年建板楼,,-
西城,右安门内西街甲10号院 ,2室1厅,62.81,520,82790,房本满五年,南北,其他,无,低楼层(共6层)1986年建板楼,,-
西城,茗筑 ,2室1厅,95.86,719,75000,房本满五年,西南,精装,有电梯,中楼层(共27层)2005年建塔楼,,-
西城,远见名苑 ,1室1厅,54.46,544,99890,房本满五年,北,精装,有电梯,低楼层(共26层)2004年建塔楼,,-
西城,庄胜二期 ,1室1厅,54.17,780,143992,房本满五年,北,简装,有电梯,底层(共12层)2004年建板塔结合,,-
西城,马连道中里 ,1室1厅,58.46,460,78687,房本满五年,南,精装,有电梯,中楼层(共12层)1996年建板楼,,-
西城,椿树园 ,2室1厅,87.92,1011,114991,房本满五年,西北,简装,有电梯,中楼层(共17层)1998年建塔楼,,-
西城,椿树园 ,1室1厅,47.95,579,120751,房本满五年,东南,简装,有电梯,中楼层(共18层)1999年建塔楼,,-
西城,右安门内西街甲10号院 ,2室1厅,62.94,560,88974,房本满五年,南北,简装,无电梯,高楼层(共6层)1986年建板楼,,-
西城,汽南小区 ,3室1厅,66.9,710,106129,房本满五年,东西,精装,无电梯,中楼层(共6层)1990年建板楼,,-
西城,天宁寺西里 ,2室1厅,58.27,520,89240,房本满五年,南北,简装,无电梯,低楼层(共6层)1988年建板楼,,-
西城,恬心家园 ,1室1厅,51.25,451,88000,房本满五年,东,简装,有电梯,高楼层(共18层)2004年建板塔结合,,-
西城,枣林前街 ,2室1厅,64.43,579,89865,房本满五年,南,其他,有电梯,高楼层(共16层)1989年建塔楼,,-
西城,展览路 ,2室1厅,64,630,98438,房本满五年,西北,简装,有电梯,低楼层(共18层)1989年建塔楼,,-
西城,畅柳园 ,2室1厅,70.49,680,96468,房本满五年,南北,精装,有电梯,顶层(共16层)2003年建板塔结合,,-
西城,朗琴园 ,2室2厅,111.05,1180,106259,房本满五年,南,精装,有电梯,低楼层(共29层)2006年建板塔结合,,-
西城,德宝新园 ,2室1厅,67.8,678,100000,房本满五年,东西,简装,无电梯,顶层(共6层)1992年建板楼,,-
西城,鲍家街 ,2室1厅,74.4,1190,159947,房本满五年,东南,简装,有电梯,高楼层(共16层)1989年建塔楼,,-
西城,龙爪槐胡同 ,2室1厅,67.36,670,99466,房本满五年,南北,精装,无电梯,中楼层(共5层)1998年建板楼,,-
西城,广安门外车站东街 ,2室1厅,48.93,500,102187,房本满五年,南北,毛坯,无电梯,底层(共6层)1992年建板楼,,-
西城,鸭子桥路 ,2室1厅,69.25,535,77257,房本满五年,南北,其他,无电梯,中楼层(共7层)1990年建板楼,,-
西城,红居南街 ,1室1厅,46.82,430,91842,,南北,简装,无电梯,中楼层(共6层)1995年建板楼,,-
西城,璟莲馨苑 ,3室1厅,166.52,1290,77469,,西南,简装,有电梯,低楼层(共18层)2001年建塔楼,,-
西城,建功北里 ,2室1厅,63.93,600,93853,,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
西城,航空胡同40号院 ,2室1厅,63.5,750,118111,,南北,简装,无,高楼层(共8层)2000年建板塔结合,,-
西城,航空胡同40号院 ,2室1厅,63.5,750,118111,房本满五年,南北,简装,无,高楼层(共8层)2000年建板塔结合,,-
西城,新明胡同 ,1室1厅,48.2,630,130706,房本满五年,南,简装,有电梯,高楼层(共18层)1991年建塔楼,,-
西城,宣武门西大街 ,2室0厅,54.25,516,95116,房本满五年,南,简装,有电梯,高楼层(共12层)1979年建板楼,,-
西城,新外大街甲8号院 ,2室1厅,57.7,860,149047,房本满五年,南北,精装,无电梯,中楼层(共6层)1982年建板楼,,-
西城,西派国际公寓 ,2室2厅,141.62,1350,95326,房本满五年,东,精装,有电梯,低楼层(共17层)2009年建板楼,,-
西城,核桃园 ,2室1厅,59.54,485,81458,房本满五年,南北,精装,无电梯,顶层(共5层)1979年建板楼,,-
西城,红居南街1号院 ,2室1厅,73.62,680,92367,房本满五年,南北,精装,无电梯,高楼层(共6层)1997年建板楼,,-
西城,乐城 ,3室1厅,135.64,1120,82572,房本满五年,东南,精装,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,丽水莲花 ,2室1厅,96.96,950,97979,房本满五年,东西,简装,有电梯,中楼层(共21层)2009年建板楼,,-
西城,长椿街 ,3室1厅,80.27,750,93435,房本满五年,东西,简装,无电梯,中楼层(共6层)1992年建板楼,,-
西城,广华轩 ,2室1厅,95.11,799.5,84061,房本满五年,东南,精装,无,低楼层(共24层)2000年建塔楼,,-
西城,复兴门外大街 ,3室1厅,68.1,803,117915,房本满五年,南北,精装,无,高楼层(共12层)1981年建板塔结合,,-
西城,黄寺大街24号院 ,3室1厅,102.7,1100,107109,房本满五年,西北,简装,有电梯,底层(共18层)1997年建塔楼,,-
西城,椿树园 ,2室1厅,78.55,824,104902,房本满五年,东,简装,有电梯,中楼层(共18层)1999年建塔楼,,-
西城,车站西街15号院 ,2室1厅,56.36,518,91910,房本满五年,南北,简装,无电梯,低楼层(共6层)1994年建板楼,,-
西城,铁二区 ,1室1厅,38.9,495,127250,房本满五年,南,简装,有电梯,高楼层(共18层)1992年建塔楼,,-
西城,天宁寺前街南里 ,3室1厅,93.43,895,95794,房本满五年,南北,精装,无电梯,顶层(共6层)1991年建板楼,,-
西城,远见名苑 ,2室2厅,84.86,835,98398,房本满五年,南北,精装,有电梯,中楼层(共17层)2007年建板塔结合,,-
西城,前门西大街 ,3室1厅,106.2,1166,109793,房本满五年,东西南,精装,有电梯,中楼层(共10层)1991年建板塔结合,,-
西城,南线阁41号院 ,2室2厅,110.42,1050,95092,房本满五年,西南,简装,有电梯,中楼层(共14层)2001年建板塔结合,,-
西城,恬心家园 ,2室1厅,85.04,790,92898,房本满五年,西,简装,有电梯,中楼层(共19层)2000年建板塔结合,,-
西城,北广家园 ,1室1厅,67.91,895,131793,房本满五年,西,精装,有电梯,高楼层(共16层)2005年建板塔结合,,-
西城,车公庄中里 ,1室1厅,65.03,700,107643,房本满五年,南,其他,无,高楼层(共6层)2002年建板楼,,-
西城,西城晶华 ,1室1厅,88.62,1370,154593,房本满五年,东,精装,有电梯,低楼层(共11层)2008年建板塔结合,,-
西城,南运巷 ,1室1厅,53.61,458,85432,房本满五年,南,简装,有电梯,中楼层(共18层)1990年建塔楼,,-
西城,南运巷 ,2室1厅,60.09,480,79881,房本满五年,东,简装,有电梯,低楼层(共16层)1980年建塔楼,,-
西城,佟麟阁路62号院 ,1室1厅,49.9,670,134269,,南,精装,有电梯,低楼层(共16层)1988年建塔楼,,-
西城,佟麟阁路62号院 ,2室1厅,59.8,870,145485,,南,精装,有电梯,中楼层(共16层)1985年建塔楼,,-
西城,鸭子桥路 ,2室1厅,69.13,550,79561,,南北,简装,无电梯,底层(共7层)1996年建板楼,,-
西城,广安门外南街 ,2室1厅,54.01,480,88873,,南,其他,无电梯,高楼层(共6层)1984年建板楼,,-
西城,车站西街15号院 ,2室1厅,47.33,449,94866,房本满五年,西北,简装,无电梯,底层(共6层)1987年建板楼,,-
西城,马甸南村 ,2室1厅,61.7,838,135819,房本满五年,西南,简装,有电梯,低楼层(共20层)1988年建塔楼,,-
西城,乐城 ,1室0厅,41.48,435,104870,房本满五年,北,精装,有电梯,高楼层(共24层)2004年建塔楼,,-
西城,荣丰2008 ,1室1厅,31.14,420.4,134997,房本满五年,西,简装,有电梯,中楼层(共16层)2007年建塔楼,,-
西城,平原里小区 ,2室1厅,73.75,730,98984,房本满五年,南北,简装,有电梯,高楼层(共9层)1999年建板楼,,-
西城,庄胜二期 ,3室2厅,166.43,2495,149913,房本满五年,南北,精装,有电梯,底层(共12层)2004年建板塔结合,,-
西城,五路通北街 ,2室1厅,61.2,715,116831,房本满五年,东北,简装,无电梯,中楼层(共6层)1989年建板楼,,-
西城,新外大街28号院 ,2室1厅,59.4,814,137038,房本满五年,南北,简装,无电梯,高楼层(共6层)1989年建板楼,,-
西城,恬心家园 ,1室1厅,72.36,650,89829,房本满五年,南,简装,有电梯,中楼层(共18层)2004年建板塔结合,,-
西城,格调 ,1室1厅,63.83,550,86167,房本满五年,南,简装,有电梯,低楼层(共24层)2007年建板塔结合,,-
西城,朗琴园 ,3室1厅,177.04,1900,107321,房本满五年,东南,精装,有电梯,高楼层(共28层)2002年建塔楼,,-
西城,乐城 ,2室1厅,93.63,795,84909,房本满五年,西南,简装,有电梯,高楼层(共24层)2004年建塔楼,,-
西城,广信嘉园 ,3室1厅,130.03,1160,89211,房本满五年,西北,简装,有电梯,低楼层(共22层)2002年建塔楼,,-
西城,白纸坊西街 ,2室1厅,101.93,980,96145,房本满五年,南,精装,有电梯,中楼层(共16层)2004年建塔楼,,-
西城,恬心家园 ,1室1厅,51.01,450,88218,房本满五年,西,精装,有电梯,中楼层(共18层)2004年建板塔结合,,-
西城,新风南里 ,3室1厅,69.3,920,132757,房本满五年,南北,精装,无电梯,高楼层(共6层)1988年建板楼,,-
西城,马连道南街12号院 ,3室1厅,76.42,615,80477,房本满五年,东南北,简装,无,中楼层(共6层)1981年建板楼,,-
西城,远见名苑 ,2室1厅,87.6,850,97032,房本满五年,西,精装,有电梯,底层(共25层)2006年建塔楼,,-
西城,远见名苑 ,2室1厅,110.44,980,88736,房本满五年,西南,精装,有电梯,中楼层(共24层)2007年建塔楼,,-
西城,远见名苑 ,2室1厅,90.14,811,89972,房本满五年,东南,精装,有电梯,中楼层(共24层)2004年建塔楼,,-
西城,海润花园 ,2室1厅,81.95,718,87615,房本满五年,南北,精装,无电梯,中楼层(共6层)1999年建板楼,,-
西城,马连道西里 ,3室1厅,96.02,816,84983,房本满五年,东南,精装,无电梯,低楼层(共6层)1996年建板楼,,-
西城,富卓花园 ,2室1厅,113.32,1582,139605,房本满五年,东,精装,有电梯,低楼层(共21层)2003年建塔楼,,-
西城,清芷园 ,2室1厅,92.52,980,105924,房本满五年,东南,简装,有电梯,低楼层(共18层)2003年建塔楼,,-
西城,小马厂东里 ,3室1厅,75.41,640,84870,房本满五年,东北,简装,有电梯,高楼层(共17层)1990年建塔楼,,-
西城,中加大厦 ,2室1厅,103.68,673,64912,房本满五年,西,简装,有电梯,高楼层(共23层)1999年建塔楼,,-
西城,红莲北里 ,2室1厅,62.99,566,89856,房本满五年,南,简装,无电梯,低楼层(共6层)1980年建板楼,,-
西城,黄寺大街24号院 ,3室1厅,85.4,1100,128806,房本满五年,东南西,精装,无电梯,高楼层(共6层)1991年建板楼,,-
西城,双旗杆东里 ,2室1厅,70.7,840,118812,,东,精装,有电梯,高楼层(共10层)1995年建板楼,,-
西城,莲花池东路甲5号院 ,2室1厅,88.8,960,108109,,西,简装,有电梯,低楼层(共24层)1999年建塔楼,,-
西城,马甸南村 ,1室1厅,46.3,690,149029,房本满五年,西南,精装,有电梯,低楼层(共20层)1988年建塔楼,,-
西城,平原里小区 ,1室1厅,48.16,500,103821,房本满五年,东西,精装,无,中楼层(共9层)1999年建板楼,,-
西城,复兴门南大街 ,2室1厅,57.39,770,134170,房本满五年,东,简装,有电梯,低楼层(共12层)1984年建塔楼,,-
西城,西直门南大街 ,3室1厅,94.4,980,103814,房本满五年,东南西,简装,有电梯,高楼层(共18层)1990年建塔楼,,-
西城,乐城 ,1室1厅,45.47,470,103365,房本满五年,东南,简装,有电梯,顶层(共24层)2004年建塔楼,,-
西城,阜成门外北街 ,3室1厅,68,710,104412,房本满五年,南北,精装,无电梯,底层(共5层)1979年建板楼,,-
西城,红居南街 ,1室1厅,49.25,468,95026,房本满五年,南西北,简装,无电梯,中楼层(共6层)1989年建板楼,,-
西城,红莲北里 ,2室1厅,55.77,526,94316,房本满五年,南北,简装,无电梯,低楼层(共6层)1980年建板楼,,-
西城,朗琴园 ,1室1厅,58.9,618,104924,房本满五年,东,简装,有电梯,低楼层(共28层)2002年建塔楼,,-
西城,白纸坊西街 ,2室1厅,83.29,705,84645,房本满五年,东,其他,有电梯,中楼层(共18层)2001年建塔楼,,-
西城,德胜佳苑 ,3室1厅,136.66,2023,148032,房本满五年,南北,简装,有电梯,中楼层(共7层)2008年建板楼,,-
西城,乐城 ,1室1厅,45.47,435,95668,房本满五年,东南,精装,有电梯,中楼层(共24层)2004年建塔楼,,-
西城,荣宁园 ,3室2厅,170.46,1780,104424,房本满五年,东南,精装,有电梯,高楼层(共22层)2002年建塔楼,,-
西城,双槐里 ,2室1厅,57.74,622,107725,房本满五年,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
西城,平原里小区 ,2室1厅,63.55,618,97247,房本满五年,南北,简装,有电梯,中楼层(共9层)1999年建板楼,,-
西城,手帕口北街 ,2室1厅,57.4,460,80140,房本满五年,南北,简装,无电梯,顶层(共6层)1986年建板楼,,-
西城,五路通北街3号院 ,3室1厅,53.9,700,129871,房本满五年,东西北,简装,无,中楼层(共5层)1978年建板楼,,-
西城,小红庙 ,2室0厅,46.15,430,93175,房本满五年,东,简装,无电梯,顶层(共6层)1987年建板楼,,-
西城,新德街35号院 ,3室1厅,65.6,750,114330,房本满五年,南北,简装,无电梯,底层(共7层)1990年建板楼,,-
西城,小红庙 ,1室1厅,47.77,450,94202,房本满五年,南,简装,无电梯,底层(共6层)1981年建板楼,,-
西城,永乐里10号院 ,2室1厅,57.75,535,92641,房本满五年,东西,简装,无,顶层(共6层)1984年建板楼,,-
西城,庄胜二期 ,2室1厅,90.19,1250,138597,房本满五年,西南,精装,有电梯,高楼层(共12层)2004年建板塔结合,,-
西城,丽水莲花 ,3室1厅,97.23,830,85365,房本满五年,东,其他,有电梯,顶层(共24层)2009年建塔楼,,-
西城,复兴门北大街 ,2室1厅,60.6,640,105611,,南,精装,有电梯,中楼层(共21层)1994年建塔楼,,-
西城,远见名苑 ,2室1厅,83.66,730,87258,,东,简装,有电梯,低楼层(共26层)2004年建塔楼,,-
西城,地藏庵 ,2室1厅,62,658,106130,,东西,简装,无电梯,顶层(共6层)1985年建板楼,,-
西城,荣丰2008 ,1室0厅,35.94,360,100167,,南,其他,无,低楼层(共16层)2007年建塔楼,,-
西城,政泰家园 ,1室1厅,68.13,470,68986,,东,精装,有电梯,中楼层(共22层)2004年建塔楼,,-
西城,茗筑 ,2室1厅,86.27,647,74998,,西南,简装,有电梯,高楼层(共27层)2008年建塔楼,,-
西城,红莲南里 ,2室1厅,54.33,430,79146,,南北,其他,无电梯,顶层(共7层)1991年建板楼,,-
西城,红莲中里 ,2室1厅,55.69,465,83498,房本满五年,南北,精装,无电梯,中楼层(共6层)1987年建板楼,,-
西城,北三环中路12号院 ,3室1厅,70.6,910,128896,房本满五年,西南,简装,有电梯,中楼层(共12层)1984年建板楼,,-
西城,教场口9号院 ,3室1厅,85.19,1000,117385,房本满五年,西南,简装,有电梯,高楼层(共21层)2003年建塔楼,,-
西城,教场口9号院 ,3室1厅,85.19,1030,120907,房本满五年,西南,简装,有电梯,中楼层(共21层)2003年建塔楼,,-
西城,六铺炕二区 ,3室1厅,66.2,926,139880,房本满五年,南北,简装,无电梯,中楼层(共6层)1982年建板楼,,-
西城,南礼士路三条北里 ,1室1厅,42.4,498,117453,房本满五年,南,精装,无电梯,顶层(共6层)1983年建板楼,,-
西城,大井胡同 ,3室1厅,90.6,1080,119206,房本满五年,南北,简装,无电梯,高楼层(共6层)1989年建板楼,,-
西城,乐城 ,1室1厅,41.49,405,97614,房本满五年,北,精装,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,马甸南村 ,4室1厅,189.9,2563,134966,房本满五年,南北,精装,有电梯,中楼层(共13层)1995年建板塔结合,,-
西城,马甸南村 ,4室2厅,197.9,2500,126327,房本满五年,南北,精装,有电梯,高楼层(共13层)1994年建板塔结合,,-
西城,荣丰2008 ,1室0厅,49.8,435,87350,房本满五年,西,精装,有电梯,中楼层(共20层)2008年建塔楼,,-
西城,荣丰2008 ,1室1厅,32.62,430,131821,房本满五年,南,精装,有电梯,中楼层(共10层)2005年建塔楼,,-
西城,南线阁5号院 ,3室1厅,60.05,510,84930,房本满五年,东南西,简装,无,底层(共5层)1972年建板楼,,-
西城,手帕口南街40号院 ,2室1厅,58.2,523,89863,房本满五年,南北,精装,无电梯,低楼层(共6层)1984年建板楼,,-
西城,阳光丽景 ,4室1厅,147.34,2338,158681,房本满五年,西南,精装,有电梯,中楼层(共19层)2003年建板塔结合,,-
西城,真武庙 ,2室1厅,48.02,648,134944,房本满五年,南北,精装,无,顶层(共6层)1976年建板楼,,-
西城,源屋曲 ,3室2厅,134.27,1476,109928,房本满五年,南,精装,有电梯,低楼层(共21层)2005年建塔楼,,-
西城,建邦礼仕阁 ,2室1厅,136.41,1459,106957,房本满五年,西北,精装,有电梯,低楼层(共10层)2010年建板楼,,-
西城,东经路98号 ,3室2厅,98.68,950,96271,房本满五年,东西,简装,无电梯,低楼层(共6层)1997年建板楼,,-
西城,马连道路5号院 ,3室1厅,89.48,660,73760,房本满五年,东西,简装,无电梯,中楼层(共6层)2001年建板楼,,-
西城,车站东街15号院 ,2室1厅,58.07,528,90925,房本满五年,南北,精装,无电梯,高楼层(共6层)1989年建板楼,,-
西城,新外大街6号院 ,2室1厅,58.5,795,135898,房本满五年,南北,简装,无电梯,中楼层(共6层)1983年建板楼,,-
西城,榆树馆西里 ,2室1厅,66.9,670,100150,房本满五年,南,其他,有电梯,高楼层(共18层)1987年建塔楼,,-
西城,西便门西里 ,1室1厅,42.09,420,99787,房本满五年,南,其他,无电梯,高楼层(共6层)1984年建板楼,,-
西城,西豪逸景 ,1室0厅,55.08,490,88962,房本满五年,北,精装,有电梯,低楼层(共28层)2004年建塔楼,,-
西城,广安门外南街 ,1室1厅,45.52,450,98858,,西南,精装,有电梯,中楼层(共13层)1998年建板塔结合,,-
西城,畅柳园 ,2室1厅,110.37,1100,99665,,西,其他,有电梯,中楼层(共16层)2004年建塔楼,,-
西城,北三环中路 ,2室1厅,55.2,649,117573,,南,精装,无,顶层(共6层)1980年建板楼,,-
西城,禄长街头条 ,3室1厅,72.01,648,89988,,东南,毛坯,无电梯,高楼层(共6层)1992年建板楼,,-
西城,北三环中路 ,2室1厅,55.2,649,117573,房本满五年,南,精装,无,顶层(共6层)1980年建板楼,,-
西城,北欧印象 ,2室1厅,65.76,550,83638,房本满五年,东,精装,有电梯,低楼层(共28层)2003年建塔楼,,-
西城,丽水莲花 ,1室1厅,60.33,550,91166,房本满五年,北,简装,有电梯,中楼层(共20层)2009年建板塔结合,,-
西城,禄长街头条 ,3室1厅,72.01,648,89988,房本满五年,东南,毛坯,无电梯,高楼层(共6层)1992年建板楼,,-
西城,清芷园 ,4室2厅,194.14,1984,102195,房本满五年,南西北,精装,有电梯,中楼层(共13层)2001年建板楼,,-
西城,牛街东里 ,1室1厅,52.35,475,90736,房本满五年,南北,简装,无电梯,中楼层(共6层)2000年建板楼,,-
西城,荣丰2008 ,1室1厅,28.5,360,126316,房本满五年,北,精装,有电梯,高楼层(共10层)2005年建塔楼,,-
西城,马甸南村 ,2室1厅,63.3,840,132702,房本满五年,南北,精装,无电梯,低楼层(共6层)1987年建板楼,,-
西城,双旗杆东里 ,2室1厅,69.5,830,119425,房本满五年,南,简装,有电梯,中楼层(共18层)1994年建塔楼,,-
西城,右安门内西街1号院 ,1室1厅,47.59,460,96659,房本满五年,南,其他,无电梯,中楼层(共7层)1997年建板楼,,-
